age,work_class,education,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,fifty_k
34,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K
31,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K
45,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K
49,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K
37,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K
55,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K
35,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K
38,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K
34,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K
38,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K
46,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K
60,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K
61,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K
60,Self-emp-inc,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K
29,Self-emp-inc,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K
55,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K
80,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K
59,State-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K
47,State-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K
33,State-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K
60,State-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K
62,State-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K
51,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K
60,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K
46,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K
32,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K
26,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K
56,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K
51,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K
33,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K
29,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K
37,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K
50,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K
39,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K
41,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K
43,State-gov,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K
54,State-gov,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K
61,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K
34,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K
37,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K
28,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K
63,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K
49,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K
28,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K
32,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K
50,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K
33,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K
41,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K
58,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K
32,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K
60,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K
37,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K
32,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K
29,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K
61,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K
46,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K
64,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K
24,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K
51,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K
60,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K
51,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K
45,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K
49,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K
47,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K
30,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K
26,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K
28,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K
43,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K
36,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K
43,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K
69,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K
48,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K
53,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K
32,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K
55,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K
44,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K
28,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K
32,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K
30,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K
24,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K
50,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K
35,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K
42,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
30,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
25,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
68,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
47,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
41,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
42,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
31,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
28,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
66,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
28,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
45,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
63,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
59,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
35,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
36,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
34,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
30,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
41,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
60,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
28,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
26,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
44,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
36,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
42,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
25,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
54,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
42,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
46,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
41,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
31,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
60,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
57,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
50,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
33,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
25,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
54,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
39,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
70,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
52,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
30,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
55,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
23,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
23,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
55,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
58,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
59,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
26,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
42,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
31,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
23,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
48,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
36,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
48,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
26,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
28,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
26,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
61,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
20,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
27,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
54,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
49,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
41,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
57,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
60,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
43,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
28,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
70,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
49,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
42,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
68,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
45,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
32,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
60,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
43,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
62,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
27,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
55,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
73,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
56,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
39,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
55,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
54,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
51,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
68,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
56,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
31,State-gov,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
59,State-gov,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
31,Federal-gov,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K
51,Federal-gov,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K
32,Federal-gov,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K
28,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K
41,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K
40,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K
33,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K
38,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K
30,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K
26,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K
51,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K
25,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K
35,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K
51,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K
47,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K
30,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K
46,State-gov,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K
41,State-gov,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K
27,State-gov,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K
33,State-gov,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K
24,State-gov,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K
47,State-gov,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K
43,Federal-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
38,Federal-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
62,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
38,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
40,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
49,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
54,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
32,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
56,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
32,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
50,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
55,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
62,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
36,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
42,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
49,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
46,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
48,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
53,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
28,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
33,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
32,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
34,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
44,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
40,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
60,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
46,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
25,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
35,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
29,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
30,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
30,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
31,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
28,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
34,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
37,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
36,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
25,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
41,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
53,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
44,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
64,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
37,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
27,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
23,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
40,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
22,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
30,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
29,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
47,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
44,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
56,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
46,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
37,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
62,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
32,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
44,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
28,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
30,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
35,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
33,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
33,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
30,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
38,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
47,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
41,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
32,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
50,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
32,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
37,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
36,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
51,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
50,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
43,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
30,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
41,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
47,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
69,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
33,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
34,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
35,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
61,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
34,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
37,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
26,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
28,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
